order_id,product,category,quantity,unit_price,order_date,region
ORD2019,Sunscreen SPF50,Beauty,6,539.42,2024-06-03,Central
ORD2020,Dumbbell Set,Sports,1,1132.58,2024-06-24,South
ORD2021,Table Lamp,Home,5,3629.61,2025-01-05,West
ORD2022,Table Lamp,Home,1,1220.15,2024-11-26,Central
ORD2023,Bluetooth Speaker,Electronics,1,4029.06,2025-01-20,West
ORD2024,Leather Wallet,Fashion,5,4230.3,2024-06-08,North
ORD2025,Wireless Earbuds,Electronics,6,3553.73,2024-07-11,West
ORD2026,Lip Balm,Beauty,2,4951.85,2024-08-29,East
ORD2027,Sunglasses,Fashion,2,1654.5,2024-09-20,Central
ORD2028,Face Serum,Beauty,3,5491.9,2024-11-08,East
ORD2029,Lip Balm,Beauty,4,3770.02,2024-07-29,West
ORD2030,USB-C Cable,Electronics,4,213.15,2025-02-03,South
ORD2031,Dumbbell Set,Sports,1,5086.03,2024-06-28,North
ORD2032,Dumbbell Set,Sports,6,5948.89,2025-02-22,North
ORD2033,Dumbbell Set,Sports,3,3818.53,2025-03-18,North
ORD2034,Cotton Bedsheet,Home,2,812.55,2024-06-07,North
ORD2035,Sunglasses,Fashion,6,1405.97,2024-10-14,North
ORD2036,Dumbbell Set,Sports,2,4146.96,2024-11-27,South
ORD2037,Shampoo 200ml,Beauty,2,2261.53,2024-06-22,South
ORD2038,Bluetooth Speaker,Electronics,1,727.56,2025-01-26,Central
ORD2039,Cotton T-Shirt,Fashion,2,3245.42,2024-09-19,South
ORD2040,Shampoo 200ml,Beauty,6,305.45,2024-07-13,West
ORD2041,Hair Dryer,Beauty,1,810.7,2025-01-08,West
ORD2042,Football,Sports,6,943.84,2024-06-04,South
ORD2043,Running Shoes,Fashion,3,1254.49,2024-12-21,East
ORD2044,Storage Box,Home,4,1518.09,2024-06-09,South
ORD2045,Table Lamp,Home,5,3504.23,2024-07-13,West
ORD2046,Denim Jacket,Fashion,6,5164.21,2024-10-23,North
ORD2047,Denim Jacket,Fashion,1,3708.76,2024-10-22,North
ORD2048,Smartwatch,Electronics,1,2767.05,2024-11-11,North
ORD2049,Cricket Bat,Sports,5,2021.47,2025-03-08,East
ORD2050,Shampoo 200ml,Beauty,4,514.37,2025-02-10,Central
ORD2051,Leather Wallet,Fashion,4,3718.33,2024-06-26,North
ORD2052,Dumbbell Set,Sports,1,3954.91,2024-12-19,East
ORD2053,Running Shoes,Fashion,3,5612.52,2024-09-27,East
ORD2054,Running Shoes,Fashion,1,3060.67,2024-08-23,West
ORD2055,Storage Box,Home,6,3630.42,2025-01-13,South
ORD2056,Wall Clock,Home,2,3453.54,2024-07-31,Central
ORD2057,Cotton Bedsheet,Home,1,2261.89,2024-07-17,South
ORD2058,Bluetooth Speaker,Electronics,3,311.98,2024-09-09,West
ORD2059,Yoga Mat,Sports,1,5331.9,2024-06-21,East
ORD2060,Bluetooth Speaker,Electronics,3,392.53,2024-11-09,North
ORD2061,Power Bank,Electronics,6,4322.55,2024-10-18,West
ORD2062,Wireless Earbuds,Electronics,4,436.79,2024-12-19,East
ORD2063,Cricket Bat,Sports,4,3465.43,2025-02-17,Central
ORD2064,Sunscreen SPF50,Beauty,6,3995.58,2024-08-23,East
ORD2065,Power Bank,Electronics,6,4012.43,2024-06-13,East
ORD2066,Sunglasses,Fashion,6,619.46,2024-10-05,Central
ORD2067,Yoga Mat,Sports,5,515.28,2024-08-03,North
ORD2068,Cotton T-Shirt,Fashion,6,2530.22,2024-12-23,West
ORD2069,Shampoo 200ml,Beauty,1,3569.16,2024-11-21,South
ORD2070,Sunglasses,Fashion,4,4466.09,2024-07-20,West
ORD2071,USB-C Cable,Electronics,2,4772.37,2025-01-17,West
ORD2072,Cotton T-Shirt,Fashion,1,5602.12,2025-02-03,West
ORD2073,Bluetooth Speaker,Electronics,2,4043.06,2025-03-12,North
ORD2074,Cotton T-Shirt,Fashion,2,1936.2,2025-02-14,South
ORD2075,Shampoo 200ml,Beauty,6,945.51,2024-09-06,South
ORD2076,USB-C Cable,Electronics,3,3871.25,2024-09-02,Central
ORD2077,Sunglasses,Fashion,5,3400.43,2024-09-29,East
ORD2078,Football,Sports,2,5874.05,2024-08-27,Central
ORD2079,Dumbbell Set,Sports,2,3827.43,2024-11-21,West
ORD2080,Bluetooth Speaker,Electronics,6,5421.68,2024-06-16,Central
ORD2081,Wall Clock,Home,5,2495.17,2025-01-03,South
ORD2082,Skipping Rope,Sports,3,4629.88,2024-10-25,Central
ORD2083,Cotton T-Shirt,Fashion,2,4112.38,2024-10-06,Central
ORD2084,Dumbbell Set,Sports,3,4378.59,2024-12-19,East
ORD2085,Cotton Bedsheet,Home,5,603.03,2025-03-11,West
ORD2086,Shampoo 200ml,Beauty,2,4765.85,2024-08-19,West
ORD2087,Non-stick Pan,Home,2,5008.05,2024-11-07,North
ORD2088,Sunscreen SPF50,Beauty,1,5134.78,2024-12-28,West
ORD2089,Cotton Bedsheet,Home,3,4710.33,2024-07-30,East
ORD2090,Table Lamp,Home,3,2480.39,2024-09-09,East
ORD2091,Denim Jacket,Fashion,4,1388.92,2024-08-27,Central
ORD2092,Football,Sports,2,5338.33,2024-09-08,East
ORD2093,Face Serum,Beauty,3,1764.24,2024-12-04,East
ORD2094,Smartwatch,Electronics,2,1734.74,2024-10-27,South
ORD2095,Wireless Earbuds,Electronics,1,2883.05,2024-10-14,Central
ORD2096,Cotton T-Shirt,Fashion,5,2094.83,2024-10-26,South
ORD2097,USB-C Cable,Electronics,5,4353.77,2024-08-31,East
ORD2098,Sunscreen SPF50,Beauty,5,791.51,2024-12-05,North
ORD2099,Wall Clock,Home,1,869.65,2024-12-26,East
ORD2100,Hair Dryer,Beauty,2,5427.14,2024-12-16,East
ORD2101,Wall Clock,Home,5,5288.89,2025-01-13,South
ORD2102,Leather Wallet,Fashion,6,1345.14,2024-09-18,Central
ORD2103,Skipping Rope,Sports,4,2341.74,2025-03-19,North
ORD2104,Denim Jacket,Fashion,1,507.76,2024-11-09,North
ORD2105,Cotton T-Shirt,Fashion,6,590.47,2025-02-26,South
ORD2106,Leather Wallet,Fashion,5,1187.92,2024-09-29,North
ORD2107,Leather Wallet,Fashion,5,1153.37,2024-11-14,South
ORD2108,Wireless Earbuds,Electronics,6,3093.56,2024-08-11,East
ORD2109,Lip Balm,Beauty,2,4495.3,2025-03-01,West
ORD2110,Non-stick Pan,Home,2,4506.95,2024-07-07,East
ORD2111,Face Serum,Beauty,4,2611.2,2024-12-17,North
ORD2112,Power Bank,Electronics,5,3815.94,2024-10-03,West
ORD2113,Sunglasses,Fashion,1,5303.57,2024-08-15,North
ORD2114,Football,Sports,5,5741.15,2024-06-19,West
ORD2115,Running Shoes,Fashion,4,603.53,2024-10-15,West
ORD2116,Smartwatch,Electronics,5,202.58,2024-07-26,South
ORD2117,Running Shoes,Fashion,2,4403.81,2024-09-06,North
ORD2118,Face Serum,Beauty,1,5472.18,2024-06-27,South
ORD2119,Sunscreen SPF50,Beauty,5,5580.88,2025-03-05,West
ORD2120,Dumbbell Set,Sports,6,931.94,2024-08-28,North
ORD2121,Football,Sports,1,1696.0,2025-03-08,East
ORD2122,Non-stick Pan,Home,1,5125.23,2024-12-20,West
ORD2123,Skipping Rope,Sports,6,4551.84,2025-01-18,Central
ORD2124,Denim Jacket,Fashion,1,5598.9,2024-07-05,East
ORD2125,Smartwatch,Electronics,3,948.03,2024-12-18,North
ORD2126,Sunscreen SPF50,Beauty,4,1142.04,2025-03-01,West
ORD2127,Smartwatch,Electronics,5,2304.05,2025-02-21,East
ORD2128,Skipping Rope,Sports,3,2823.2,2024-11-13,West
ORD2129,Sunscreen SPF50,Beauty,4,4258.62,2025-02-13,South
ORD2130,Dumbbell Set,Sports,1,2139.08,2025-02-11,West
ORD2131,Football,Sports,6,4951.65,2025-03-01,South
ORD2132,Shampoo 200ml,Beauty,4,242.83,2024-11-07,North
ORD2133,Smartwatch,Electronics,5,1427.75,2024-10-18,Central
ORD2134,Smartwatch,Electronics,1,4665.5,2024-09-26,Central
ORD2135,Bluetooth Speaker,Electronics,3,5842.54,2025-01-09,North
ORD2136,Wall Clock,Home,3,4639.87,2024-12-27,Central
ORD2137,Shampoo 200ml,Beauty,6,238.21,2025-01-01,South
ORD2138,Cotton T-Shirt,Fashion,6,2887.82,2024-12-19,North
ORD2139,Lip Balm,Beauty,1,4813.61,2024-07-15,North
ORD2140,USB-C Cable,Electronics,3,907.75,2024-08-24,South
ORD2141,Lip Balm,Beauty,6,1821.42,2024-07-24,Central
ORD2142,Bluetooth Speaker,Electronics,3,2169.61,2024-10-29,North
ORD2143,Cricket Bat,Sports,5,3854.23,2024-11-12,West
ORD2144,Denim Jacket,Fashion,3,1071.24,2024-10-20,South
ORD2145,Shampoo 200ml,Beauty,6,5679.5,2024-11-17,North
ORD2146,Shampoo 200ml,Beauty,6,5570.24,2024-11-13,West
ORD2147,Storage Box,Home,3,3426.77,2024-11-28,South
ORD2148,Running Shoes,Fashion,2,1147.62,2024-11-17,Central
ORD2149,Leather Wallet,Fashion,4,4789.69,2024-06-27,North
ORD2150,Lip Balm,Beauty,2,5134.79,2025-02-01,Central
ORD2151,Wall Clock,Home,3,3441.26,2025-01-06,East
ORD2152,Cotton Bedsheet,Home,5,2474.84,2024-10-09,Central
ORD2153,Skipping Rope,Sports,1,981.92,2024-09-23,Central
ORD2154,Cotton T-Shirt,Fashion,1,2710.29,2024-07-01,Central
ORD2155,Running Shoes,Fashion,3,3486.55,2024-07-13,South
ORD2156,Denim Jacket,Fashion,4,3450.76,2024-11-11,West
ORD2157,Denim Jacket,Fashion,6,3328.64,2024-07-06,South
ORD2158,Football,Sports,4,4276.78,2024-11-18,South
ORD2159,Cricket Bat,Sports,4,561.39,2024-08-06,West
ORD2160,Table Lamp,Home,3,498.37,2024-11-29,South
ORD2161,Power Bank,Electronics,2,1346.28,2024-12-26,North
ORD2162,USB-C Cable,Electronics,5,3064.35,2025-02-09,South
ORD2163,Sunscreen SPF50,Beauty,5,1200.41,2024-12-13,East
ORD2164,Dumbbell Set,Sports,6,1428.3,2025-02-15,North
ORD2165,Running Shoes,Fashion,6,5733.52,2024-07-04,West
ORD2166,Power Bank,Electronics,1,5955.44,2024-09-12,South
ORD2167,USB-C Cable,Electronics,3,1857.47,2024-07-15,Central
ORD2168,Denim Jacket,Fashion,4,3968.25,2025-01-07,North
ORD2169,Table Lamp,Home,6,3688.62,2024-09-10,North
ORD2170,Storage Box,Home,5,3310.68,2024-08-21,North
ORD2171,USB-C Cable,Electronics,2,5589.33,2025-02-04,West
ORD2172,Shampoo 200ml,Beauty,4,2811.28,2024-12-31,East
ORD2173,Shampoo 200ml,Beauty,3,2238.92,2024-10-31,East
ORD2174,Yoga Mat,Sports,2,1613.64,2025-02-14,North
ORD2175,Cricket Bat,Sports,6,1613.19,2024-12-01,North
ORD2176,Wireless Earbuds,Electronics,2,2383.64,2024-09-13,Central
ORD2177,Cotton T-Shirt,Fashion,2,1524.98,2024-06-26,Central
ORD2178,Dumbbell Set,Sports,2,4193.21,2024-09-05,North
ORD2179,Non-stick Pan,Home,6,4509.46,2024-07-06,East
ORD2180,Cricket Bat,Sports,3,4518.26,2024-06-15,West
ORD2181,Bluetooth Speaker,Electronics,4,1614.83,2025-01-08,South
ORD2182,Face Serum,Beauty,4,2724.1,2024-07-25,East
ORD2183,Smartwatch,Electronics,3,4917.55,2025-01-31,West
ORD2184,Table Lamp,Home,4,5761.22,2025-03-15,South
ORD2185,Denim Jacket,Fashion,4,4228.99,2025-03-24,West
ORD2186,Table Lamp,Home,2,3561.32,2024-06-28,West
ORD2187,Cricket Bat,Sports,4,5521.63,2024-11-24,South
ORD2188,Bluetooth Speaker,Electronics,2,4482.08,2024-12-02,Central
ORD2189,Dumbbell Set,Sports,4,2853.27,2024-07-28,South
ORD2190,Sunglasses,Fashion,2,3291.53,2025-02-27,Central
ORD2191,Yoga Mat,Sports,5,4068.9,2024-11-01,Central
ORD2192,Running Shoes,Fashion,4,4120.39,2024-11-18,Central
ORD2193,Yoga Mat,Sports,6,4285.18,2025-03-26,East
ORD2194,Leather Wallet,Fashion,6,5998.67,2024-10-31,West
ORD2195,Cotton T-Shirt,Fashion,2,1543.8,2025-03-27,North
ORD2196,Smartwatch,Electronics,1,5815.93,2024-08-26,East
ORD2197,Wall Clock,Home,4,3048.76,2024-12-05,East
ORD2198,Leather Wallet,Fashion,1,4756.66,2025-02-13,Central
ORD2199,Shampoo 200ml,Beauty,5,4171.84,2024-06-24,North
ORD2200,Leather Wallet,Fashion,4,5642.48,2024-09-25,West
ORD2201,Sunscreen SPF50,Beauty,6,5725.37,2024-06-23,South
ORD2202,Yoga Mat,Sports,1,4815.12,2024-11-06,North
ORD2203,Shampoo 200ml,Beauty,6,339.84,2025-02-09,South
ORD2204,Leather Wallet,Fashion,1,4086.59,2024-07-25,West
ORD2205,Bluetooth Speaker,Electronics,6,1893.73,2025-02-05,Central
ORD2206,Dumbbell Set,Sports,6,4512.67,2024-12-15,East
ORD2207,Leather Wallet,Fashion,3,5081.74,2025-02-05,East
ORD2208,Denim Jacket,Fashion,6,3091.6,2024-09-12,South
ORD2209,Football,Sports,4,4170.51,2025-02-13,East
ORD2210,Smartwatch,Electronics,6,455.54,2024-12-18,Central
ORD2211,Yoga Mat,Sports,3,2247.66,2025-01-26,North
ORD2212,Cotton T-Shirt,Fashion,4,4112.46,2024-07-12,West
ORD2213,Hair Dryer,Beauty,5,5365.2,2024-06-23,Central
ORD2214,Storage Box,Home,6,1548.05,2024-10-07,West
ORD2215,Smartwatch,Electronics,5,5313.26,2024-11-08,North
ORD2216,Face Serum,Beauty,1,1431.64,2025-03-28,East
ORD2217,Sunscreen SPF50,Beauty,2,920.44,2024-12-08,North
ORD2218,Dumbbell Set,Sports,3,2460.32,2024-12-24,North
ORD2219,Dumbbell Set,Sports,1,5700.45,2025-01-06,Central
ORD2220,Lip Balm,Beauty,5,5061.11,2024-12-16,Central
ORD2221,Hair Dryer,Beauty,3,3224.73,2025-03-20,Central
ORD2222,Football,Sports,6,1309.45,2025-03-20,West
ORD2223,Table Lamp,Home,3,1097.91,2024-06-27,East
ORD2224,Storage Box,Home,5,5269.06,2024-09-02,South
ORD2225,Sunglasses,Fashion,6,609.7,2024-10-07,South
ORD2226,Table Lamp,Home,1,934.74,2024-10-23,West
ORD2227,Yoga Mat,Sports,1,3003.97,2024-09-13,North
ORD2228,Yoga Mat,Sports,5,4979.15,2025-01-04,South
ORD2229,Face Serum,Beauty,5,2272.5,2024-11-25,South
ORD2230,Face Serum,Beauty,4,4760.48,2024-08-28,South
ORD2231,Power Bank,Electronics,2,2187.54,2025-01-27,South
ORD2232,Leather Wallet,Fashion,4,2336.22,2024-10-27,South
ORD2233,Skipping Rope,Sports,3,4832.27,2024-06-01,East
ORD2234,Wireless Earbuds,Electronics,2,5152.6,2024-08-21,West
ORD2235,Table Lamp,Home,2,4551.52,2024-11-05,Central
ORD2236,Storage Box,Home,3,5209.51,2024-12-13,South
ORD2237,Denim Jacket,Fashion,6,4389.07,2024-11-22,West
ORD2238,Wireless Earbuds,Electronics,5,3161.88,2024-08-17,North
ORD2239,Wall Clock,Home,1,4167.38,2025-01-06,Central
ORD2240,Sunglasses,Fashion,6,5912.06,2024-08-11,North
ORD2241,Cricket Bat,Sports,2,5523.1,2024-07-03,North
ORD2242,Bluetooth Speaker,Electronics,5,4608.34,2025-01-25,West
ORD2243,Yoga Mat,Sports,2,3879.66,2025-01-04,West
ORD2244,Sunscreen SPF50,Beauty,4,3957.95,2024-11-03,West
ORD2245,Wall Clock,Home,1,3952.76,2024-08-21,West
ORD2246,Sunglasses,Fashion,5,1787.3,2024-06-06,South
ORD2247,Storage Box,Home,5,438.1,2024-08-28,Central
ORD2248,Running Shoes,Fashion,2,3019.82,2024-09-20,East
ORD2249,Table Lamp,Home,6,1325.08,2024-10-07,East
ORD2250,Storage Box,Home,6,2080.63,2025-01-18,North
ORD2251,Cricket Bat,Sports,1,4907.76,2024-10-06,North
ORD2252,Leather Wallet,Fashion,5,2810.43,2024-07-02,West
ORD2253,Bluetooth Speaker,Electronics,6,5170.02,2024-12-21,East
ORD2254,Non-stick Pan,Home,5,1858.84,2025-03-05,Central
ORD2255,USB-C Cable,Electronics,3,1085.85,2025-02-14,South
ORD2256,Skipping Rope,Sports,2,5469.54,2024-07-08,East
ORD2257,Smartwatch,Electronics,5,2880.81,2025-02-10,West
ORD2258,Sunglasses,Fashion,1,1589.64,2024-07-14,West
ORD2259,Leather Wallet,Fashion,4,5059.0,2024-08-10,Central
ORD2260,Cotton Bedsheet,Home,6,5688.09,2024-12-16,North
ORD2261,Cricket Bat,Sports,6,1723.03,2025-03-16,North
ORD2262,Wall Clock,Home,3,3437.11,2024-10-13,Central
ORD2263,Denim Jacket,Fashion,6,5136.87,2024-10-10,East
ORD2264,Shampoo 200ml,Beauty,4,5201.13,2024-07-10,South
ORD2265,Skipping Rope,Sports,4,2158.08,2024-11-22,North
ORD2266,USB-C Cable,Electronics,1,4230.02,2024-11-25,West
ORD2267,Hair Dryer,Beauty,2,978.64,2024-09-15,Central
ORD2268,Sunglasses,Fashion,2,2394.2,2024-06-08,North
ORD2269,Cricket Bat,Sports,1,1052.27,2025-01-22,North
ORD2270,Shampoo 200ml,Beauty,1,3437.24,2024-11-15,South
ORD2271,Face Serum,Beauty,6,3256.66,2025-03-01,North
ORD2272,Sunscreen SPF50,Beauty,1,4063.31,2024-06-15,South
ORD2273,Wall Clock,Home,5,736.16,2024-07-05,South
ORD2274,USB-C Cable,Electronics,5,2647.5,2025-01-31,West
ORD2275,Storage Box,Home,2,5673.91,2024-09-11,West
ORD2276,Non-stick Pan,Home,3,3094.23,2024-12-10,East
ORD2277,Shampoo 200ml,Beauty,1,2841.0,2024-07-22,Central
ORD2278,Smartwatch,Electronics,4,4007.21,2024-11-14,West
ORD2279,Denim Jacket,Fashion,5,2537.02,2025-01-31,North
ORD2280,Cotton T-Shirt,Fashion,4,4939.4,2024-09-12,Central
ORD2281,Table Lamp,Home,4,1619.86,2024-06-03,Central
ORD2282,Cotton T-Shirt,Fashion,4,5381.45,2025-02-28,West
ORD2283,Table Lamp,Home,3,3177.28,2025-02-13,West
ORD2284,Yoga Mat,Sports,1,5121.53,2024-11-17,South
ORD2285,Bluetooth Speaker,Electronics,5,4834.7,2025-01-03,West
ORD2286,Non-stick Pan,Home,3,5908.97,2025-02-16,North
ORD2287,USB-C Cable,Electronics,3,3166.73,2024-11-04,North
ORD2288,Smartwatch,Electronics,4,864.58,2024-11-09,Central
ORD2289,Face Serum,Beauty,1,299.62,2025-03-24,North
ORD2290,Power Bank,Electronics,2,3186.46,2024-11-11,East
ORD2291,Shampoo 200ml,Beauty,6,1505.99,2024-11-06,West
ORD2292,Denim Jacket,Fashion,4,4556.44,2024-09-27,Central
ORD2293,USB-C Cable,Electronics,5,1766.32,2024-09-16,North
ORD2294,Skipping Rope,Sports,3,5685.95,2024-12-11,West
ORD2295,USB-C Cable,Electronics,2,989.19,2024-09-11,North
ORD2296,Cotton T-Shirt,Fashion,2,5605.21,2025-03-05,East
ORD2297,Non-stick Pan,Home,6,546.42,2024-07-15,Central
ORD2298,Bluetooth Speaker,Electronics,3,3666.81,2024-06-08,Central
ORD2299,Denim Jacket,Fashion,6,3527.86,2024-07-03,South
ORD2300,Sunglasses,Fashion,4,3785.47,2024-06-19,South
ORD2301,Cotton Bedsheet,Home,5,3322.11,2025-01-16,West
ORD2302,Shampoo 200ml,Beauty,4,362.2,2024-12-16,South
ORD2303,Skipping Rope,Sports,3,5393.2,2024-07-07,South
ORD2304,Running Shoes,Fashion,6,1392.85,2025-01-27,Central
ORD2305,Wall Clock,Home,4,1827.61,2024-09-08,North
ORD2306,Yoga Mat,Sports,5,1299.83,2024-10-01,South
ORD2307,Dumbbell Set,Sports,6,3797.38,2025-01-16,North
ORD2308,Storage Box,Home,4,1567.78,2024-08-25,North
ORD2309,Face Serum,Beauty,3,5610.42,2025-03-14,North
ORD2310,Cricket Bat,Sports,1,1451.4,2024-07-24,North
ORD2311,Hair Dryer,Beauty,4,480.41,2025-01-11,West
ORD2312,Shampoo 200ml,Beauty,4,568.13,2024-08-09,Central
ORD2313,Skipping Rope,Sports,2,4614.95,2024-09-25,North
ORD2314,Wall Clock,Home,4,2019.6,2025-01-11,East
ORD2315,Smartwatch,Electronics,5,3801.84,2024-09-04,South
ORD2316,Bluetooth Speaker,Electronics,4,225.81,2025-01-11,West
ORD2317,Football,Sports,1,3628.61,2024-08-26,East
ORD2318,Football,Sports,6,5583.57,2024-12-11,East
ORD2319,Leather Wallet,Fashion,1,1257.66,2024-12-25,East
ORD2320,Football,Sports,4,5695.95,2024-12-04,North
ORD2321,Cotton T-Shirt,Fashion,2,2797.75,2024-08-30,East
ORD2322,Lip Balm,Beauty,3,4115.85,2025-02-21,Central
ORD2323,Non-stick Pan,Home,2,4363.76,2025-03-21,North
ORD2324,USB-C Cable,Electronics,3,5697.43,2024-07-23,North
ORD2325,Leather Wallet,Fashion,4,5374.96,2024-09-27,Central
ORD2326,Running Shoes,Fashion,3,2840.69,2024-10-25,West
ORD2327,Face Serum,Beauty,6,2304.38,2024-12-29,Central
ORD2328,USB-C Cable,Electronics,5,1333.3,2024-09-16,North
ORD2329,Dumbbell Set,Sports,3,2688.42,2024-07-01,South
ORD2330,Lip Balm,Beauty,5,5725.47,2024-06-27,South
ORD2331,Cotton T-Shirt,Fashion,4,1336.09,2024-10-02,South
ORD2332,Skipping Rope,Sports,2,1578.63,2024-12-02,South
ORD2333,Cotton T-Shirt,Fashion,4,463.54,2024-07-10,East
ORD2334,Leather Wallet,Fashion,5,5640.62,2024-08-08,West
ORD2335,Wall Clock,Home,5,194.2,2024-09-12,South
ORD2336,Denim Jacket,Fashion,4,668.74,2024-07-27,Central
ORD2337,Sunscreen SPF50,Beauty,6,5588.59,2025-02-17,West
ORD2338,Football,Sports,6,1617.98,2024-12-31,South
ORD2339,Storage Box,Home,1,1373.34,2025-03-12,East
ORD2340,Leather Wallet,Fashion,5,4580.93,2024-09-03,West
ORD2341,Yoga Mat,Sports,5,5946.63,2024-09-05,North
ORD2342,Dumbbell Set,Sports,2,4384.84,2024-10-22,North
ORD2343,Cotton Bedsheet,Home,2,3136.01,2024-06-01,West
ORD2344,Non-stick Pan,Home,2,4158.44,2024-10-07,North
ORD2345,Cricket Bat,Sports,3,2149.1,2024-10-21,North
ORD2346,Skipping Rope,Sports,2,2012.04,2025-02-27,South
ORD2347,Smartwatch,Electronics,1,449.32,2024-09-27,East
ORD2348,Sunscreen SPF50,Beauty,1,1337.7,2024-08-21,Central
ORD2349,Storage Box,Home,4,1266.09,2024-11-03,Central
ORD2350,Smartwatch,Electronics,4,3540.5,2025-03-07,West
ORD2351,Leather Wallet,Fashion,1,2645.8,2025-02-13,Central
ORD2352,Sunscreen SPF50,Beauty,1,1288.99,2024-12-05,North
ORD2353,Football,Sports,2,5125.04,2024-12-26,Central
ORD2354,Leather Wallet,Fashion,3,5768.43,2024-09-16,East
ORD2355,Shampoo 200ml,Beauty,1,4158.55,2025-02-24,Central
ORD2356,Cotton Bedsheet,Home,1,3523.23,2024-12-03,Central
ORD2357,Sunscreen SPF50,Beauty,5,3648.21,2024-10-27,West
ORD2358,Sunscreen SPF50,Beauty,4,1374.62,2024-12-21,South
ORD2359,Table Lamp,Home,5,1867.05,2024-06-22,North
ORD2360,Sunscreen SPF50,Beauty,6,2455.67,2024-08-17,Central
ORD2361,Bluetooth Speaker,Electronics,2,4250.84,2024-12-25,East
ORD2362,Yoga Mat,Sports,5,4978.42,2024-10-24,West
ORD2363,Sunglasses,Fashion,1,3845.38,2025-01-08,South
ORD2364,Denim Jacket,Fashion,6,352.23,2024-07-19,North
ORD2365,Power Bank,Electronics,4,1523.98,2024-12-10,West
ORD2366,Cotton Bedsheet,Home,5,1753.61,2024-11-10,East
ORD2367,Smartwatch,Electronics,1,3270.52,2024-11-17,West
ORD2368,Football,Sports,2,1102.62,2025-03-22,East
ORD2369,Wireless Earbuds,Electronics,6,160.72,2024-11-07,Central
ORD2370,Face Serum,Beauty,1,2388.5,2024-12-30,North
ORD2371,Bluetooth Speaker,Electronics,4,5362.41,2024-10-30,West
ORD2372,Yoga Mat,Sports,6,757.84,2024-10-13,Central
ORD2373,Denim Jacket,Fashion,5,5001.47,2024-07-25,West
ORD2374,Non-stick Pan,Home,3,574.66,2024-06-13,West
ORD2375,Shampoo 200ml,Beauty,5,3334.43,2024-11-11,West
ORD2376,Cotton Bedsheet,Home,1,2668.85,2024-06-29,South
ORD2377,Denim Jacket,Fashion,2,4678.99,2025-03-20,South
ORD2378,Cotton T-Shirt,Fashion,6,1637.33,2024-06-08,West
ORD2379,Wireless Earbuds,Electronics,6,5561.28,2025-01-24,South
ORD2380,Skipping Rope,Sports,3,290.27,2024-10-03,North
ORD2381,Running Shoes,Fashion,4,2687.27,2024-07-19,East
ORD2382,Cricket Bat,Sports,2,5591.04,2024-09-10,North
ORD2383,Face Serum,Beauty,3,2812.23,2024-11-10,East
ORD2384,Running Shoes,Fashion,2,3443.0,2025-03-10,South
ORD2385,Sunglasses,Fashion,2,1066.19,2024-09-01,Central
ORD2386,Yoga Mat,Sports,3,4748.91,2024-09-01,North
ORD2387,Skipping Rope,Sports,6,2222.16,2024-07-27,West
ORD2388,Hair Dryer,Beauty,1,853.16,2024-08-20,West
ORD2389,Football,Sports,2,2104.86,2024-06-24,East
ORD2390,Power Bank,Electronics,6,1483.64,2024-08-09,East
ORD2391,Yoga Mat,Sports,2,5341.3,2024-10-30,South
ORD2392,Bluetooth Speaker,Electronics,6,4539.85,2024-12-05,North
ORD2393,Storage Box,Home,3,3662.07,2024-08-17,South
ORD2394,Dumbbell Set,Sports,5,5767.65,2024-10-30,North
ORD2395,Storage Box,Home,6,2448.96,2024-10-10,South
ORD2396,Skipping Rope,Sports,5,1706.2,2025-03-15,East
ORD2397,Yoga Mat,Sports,2,1464.87,2024-06-14,Central
ORD2398,Lip Balm,Beauty,1,1831.77,2024-12-28,South
ORD2399,Wall Clock,Home,6,423.83,2024-11-11,North
ORD2400,Running Shoes,Fashion,3,5633.52,2025-02-17,West
ORD2401,Smartwatch,Electronics,5,312.23,2024-11-09,North
ORD2402,Dumbbell Set,Sports,2,2879.75,2024-08-27,North
ORD2403,USB-C Cable,Electronics,1,2977.32,2024-10-26,East
ORD2404,Hair Dryer,Beauty,6,1504.3,2024-07-25,North
ORD2405,Face Serum,Beauty,4,5646.98,2024-06-06,North
ORD2406,Non-stick Pan,Home,3,2457.73,2025-02-14,East
ORD2407,Football,Sports,3,4094.12,2025-02-05,South
ORD2408,Lip Balm,Beauty,3,3653.42,2024-12-25,West
ORD2409,Power Bank,Electronics,2,1431.86,2024-12-11,North
ORD2410,Leather Wallet,Fashion,3,755.69,2024-06-04,Central
ORD2411,USB-C Cable,Electronics,1,1278.82,2025-02-20,Central
ORD2412,Wall Clock,Home,6,1050.03,2024-08-07,Central
ORD2413,Cricket Bat,Sports,1,1940.9,2025-03-25,South
ORD2414,Running Shoes,Fashion,4,256.56,2024-12-20,Central
ORD2415,Leather Wallet,Fashion,4,2334.78,2025-01-07,West
ORD2416,Cricket Bat,Sports,5,5621.63,2024-09-20,North
ORD2417,Sunscreen SPF50,Beauty,4,2898.8,2024-07-06,West
ORD2418,Denim Jacket,Fashion,3,5030.23,2025-03-11,North
ORD2419,Non-stick Pan,Home,2,3001.79,2024-10-16,South
ORD2420,Skipping Rope,Sports,2,4571.82,2024-09-21,North
ORD2421,Wall Clock,Home,3,1555.93,2024-12-05,South
ORD2422,Face Serum,Beauty,5,3972.76,2024-11-25,South
