date,plan,mrr,customers,churn_rate
2036-08-25,Enterprise,119628.56,302,0.072
2036-09-24,Starter,6325.22,127,0.076
2036-09-24,Growth,11826.7,32,0.057
2036-09-24,Scale,47553.25,128,0.019
2036-09-24,Enterprise,265346.56,833,0.071
2036-10-24,Starter,3304.2,8,0.025
2036-10-24,Growth,30223.91,106,0.037
2036-10-24,Scale,88901.92,397,0.076
2036-10-24,Enterprise,240718.77,933,0.045
2036-11-23,Starter,5973.0,84,0.024
2036-11-23,Growth,10995.41,68,0.057
2036-11-23,Scale,67886.91,474,0.04
2036-11-23,Enterprise,288926.04,3286,0.049
2036-12-23,Starter,4165.84,21,0.05
2036-12-23,Growth,30205.17,373,0.023
2036-12-23,Scale,46303.33,267,0.071
2036-12-23,Enterprise,288867.46,770,0.036
2037-01-22,Starter,6462.36,16,0.071
2037-01-22,Growth,12688.13,34,0.03
2037-01-22,Scale,36807.09,224,0.073
2037-01-22,Enterprise,249704.62,689,0.055
2037-02-21,Starter,5066.1,88,0.077
2037-02-21,Growth,28177.76,113,0.063
2037-02-21,Scale,77253.18,540,0.055
2037-02-21,Enterprise,111834.24,1800,0.027
2037-03-23,Starter,4116.78,23,0.046
2037-03-23,Growth,12757.09,109,0.033
2037-03-23,Scale,63870.46,231,0.029
2037-03-23,Enterprise,237449.36,1120,0.042
2037-04-22,Starter,4155.6,71,0.013
2037-04-22,Growth,26225.0,340,0.038
2037-04-22,Scale,90861.73,512,0.041
2037-04-22,Enterprise,204501.57,612,0.048
2037-05-22,Starter,2552.31,6,0.053
2037-05-22,Growth,14754.39,71,0.074
2037-05-22,Scale,36983.38,101,0.047
2037-05-22,Enterprise,221072.4,754,0.044
2037-06-21,Starter,2907.22,39,0.036
2037-06-21,Growth,33456.44,173,0.066
2037-06-21,Scale,94902.33,1177,0.05
2037-06-21,Enterprise,202841.38,597,0.041
2037-07-21,Starter,5395.09,18,0.024
2037-07-21,Growth,15961.75,84,0.043
2037-07-21,Scale,33243.37,213,0.012
2037-07-21,Enterprise,313488.94,1345,0.036
2037-08-20,Starter,3730.45,13,0.015
2037-08-20,Growth,19658.47,124,0.059
2037-08-20,Scale,67033.06,520,0.077
2037-08-20,Enterprise,319075.72,1285,0.052
2037-09-19,Starter,6406.69,64,0.021
2037-09-19,Growth,21038.01,230,0.043
2037-09-19,Scale,82917.99,388,0.049
2037-09-19,Enterprise,116238.27,731,0.067
2037-10-19,Starter,7328.43,37,0.044
2037-10-19,Growth,32717.0,787,0.071
2037-10-19,Scale,44505.87,470,0.046
2037-10-19,Enterprise,147535.39,404,0.042
2037-11-18,Starter,4970.9,27,0.051
2037-11-18,Growth,31448.63,262,0.032
2037-11-18,Scale,74331.41,223,0.06
2037-11-18,Enterprise,139218.61,1632,0.046
2037-12-18,Starter,7481.84,38,0.078
2037-12-18,Growth,11450.41,48,0.067
2037-12-18,Scale,95463.71,2232,0.074
2037-12-18,Enterprise,311484.23,3663,0.061
2038-01-17,Starter,2481.95,12,0.068
2038-01-17,Growth,25347.36,85,0.022
2038-01-17,Scale,64462.38,305,0.042
2038-01-17,Enterprise,272846.44,874,0.018
2038-02-16,Starter,6565.44,45,0.032
2038-02-16,Growth,28953.25,135,0.045
2038-02-16,Scale,58275.26,1442,0.052
2038-02-16,Enterprise,105331.94,287,0.02
2038-03-18,Starter,2718.85,29,0.07
2038-03-18,Growth,15047.0,102,0.03
2038-03-18,Scale,46477.84,163,0.014
2038-03-18,Enterprise,273744.15,1278,0.068
2038-04-17,Starter,6095.6,15,0.017
2038-04-17,Growth,27341.9,73,0.06
2038-04-17,Scale,61428.47,737,0.051
2038-04-17,Enterprise,250122.14,3166,0.036
2038-05-17,Starter,5837.15,35,0.038
2038-05-17,Growth,31349.64,168,0.013
2038-05-17,Scale,74549.61,261,0.047
2038-05-17,Enterprise,159086.56,1108,0.029
2038-06-16,Starter,2580.83,8,0.021
2038-06-16,Growth,35812.57,104,0.076
2038-06-16,Scale,101617.54,574,0.06
2038-06-16,Enterprise,150824.44,735,0.024
2038-07-16,Starter,6365.51,74,0.016
2038-07-16,Growth,13609.85,102,0.079
2038-07-16,Scale,81968.43,399,0.035
2038-07-16,Enterprise,172237.42,611,0.039
2038-08-15,Starter,6776.01,42,0.065
2038-08-15,Growth,27028.74,387,0.076
2038-08-15,Scale,34631.03,118,0.013
2038-08-15,Enterprise,199617.6,589,0.021
2038-09-14,Starter,2561.26,11,0.019
2038-09-14,Growth,20892.0,84,0.025
2038-09-14,Scale,50936.53,244,0.034
2038-09-14,Enterprise,214511.9,892,0.07
2038-10-14,Starter,3771.13,26,0.045
2038-10-14,Growth,17237.64,79,0.016
2038-10-14,Scale,45740.26,321,0.038
2038-10-14,Enterprise,242890.17,726,0.037
2038-11-13,Starter,8061.16,27,0.075
2038-11-13,Growth,38008.6,211,0.03
2038-11-13,Scale,92910.39,279,0.012
2038-11-13,Enterprise,156772.02,413,0.076
2038-12-13,Starter,6509.1,19,0.039
2038-12-13,Growth,21605.66,67,0.02
2038-12-13,Scale,61207.89,382,0.07
2038-12-13,Enterprise,250518.74,2507,0.06
2039-01-12,Starter,6408.12,44,0.013
2039-01-12,Growth,12810.93,35,0.057
2039-01-12,Scale,42949.14,181,0.056
2039-01-12,Enterprise,128559.33,459,0.036
2039-02-11,Starter,2657.24,37,0.012
2039-02-11,Growth,32638.39,231,0.068
2039-02-11,Scale,69357.27,853,0.077
2039-02-11,Enterprise,157578.15,2603,0.055
2039-03-13,Starter,6792.8,17,0.032
2039-03-13,Growth,23413.89,84,0.025
2039-03-13,Scale,77323.88,245,0.073
2039-03-13,Enterprise,308049.18,4267,0.014
2039-04-12,Starter,6806.44,26,0.047
2039-04-12,Growth,28285.65,227,0.049
2039-04-12,Scale,71897.74,238,0.067
2039-04-12,Enterprise,185299.17,550,0.078
2039-05-12,Starter,3604.94,13,0.076
2039-05-12,Growth,21288.17,55,0.015
2039-05-12,Scale,73932.09,194,0.063
2039-05-12,Enterprise,264502.08,4544,0.062
2039-06-11,Starter,2884.36,21,0.025
2039-06-11,Growth,24352.06,126,0.027
2039-06-11,Scale,64711.03,638,0.074
2039-06-11,Enterprise,115624.12,356,0.016
2039-07-11,Starter,8465.47,29,0.04
2039-07-11,Growth,13993.34,40,0.071
2039-07-11,Scale,76754.45,239,0.073
2039-07-11,Enterprise,356512.69,1125,0.069
2039-08-10,Starter,7827.81,21,0.025
2039-08-10,Growth,39928.68,113,0.016
2039-08-10,Scale,108255.59,379,0.076
2039-08-10,Enterprise,280606.52,914,0.011
2039-09-09,Starter,6306.35,28,0.024
2039-09-09,Growth,24796.69,112,0.079
2039-09-09,Scale,40742.57,162,0.019
2039-09-09,Enterprise,188929.14,674,0.052
2039-10-09,Starter,5496.99,29,0.07
2039-10-09,Growth,30542.96,97,0.017
2039-10-09,Scale,96354.12,497,0.058
2039-10-09,Enterprise,136060.26,623,0.038
2039-11-08,Starter,8096.04,29,0.048
2039-11-08,Growth,39490.83,210,0.027
2039-11-08,Scale,76012.3,207,0.057
2039-11-08,Enterprise,117648.1,389,0.038
2039-12-08,Starter,7387.75,27,0.042
2039-12-08,Growth,23798.49,94,0.023
2039-12-08,Scale,67562.66,338,0.068
2039-12-08,Enterprise,244569.01,997,0.058
2040-01-07,Starter,5404.05,29,0.076
2040-01-07,Growth,40754.32,259,0.023
2040-01-07,Scale,105880.51,412,0.072
2040-01-07,Enterprise,251572.12,970,0.042
2040-02-06,Starter,6249.74,49,0.032
2040-02-06,Growth,27859.69,313,0.034
2040-02-06,Scale,71640.65,345,0.04
2040-02-06,Enterprise,366520.87,1075,0.037
2040-03-07,Starter,2827.75,8,0.074
2040-03-07,Growth,23170.22,75,0.012
2040-03-07,Scale,36480.35,552,0.06
2040-03-07,Enterprise,357857.14,4213,0.041
2040-04-06,Starter,8245.04,25,0.033
2040-04-06,Growth,28566.1,264,0.015
2040-04-06,Scale,99856.18,395,0.076
2040-04-06,Enterprise,206061.98,1127,0.066
2040-05-06,Starter,6040.78,30,0.055
2040-05-06,Growth,37174.79,246,0.04
2040-05-06,Scale,38877.07,141,0.064
2040-05-06,Enterprise,114774.7,446,0.028
2040-06-05,Starter,6444.5,23,0.047
2040-06-05,Growth,25747.85,75,0.044
2040-06-05,Scale,85975.89,216,0.054
2040-06-05,Enterprise,284921.08,894,0.051
2040-07-05,Starter,2823.08,36,0.071
2040-07-05,Growth,22684.89,506,0.055
2040-07-05,Scale,66282.26,249,0.045
2040-07-05,Enterprise,160070.8,513,0.012
2040-08-04,Starter,6927.55,27,0.02
2040-08-04,Growth,18063.31,148,0.023
2040-08-04,Scale,83897.42,250,0.054
2040-08-04,Enterprise,118971.86,1183,0.013
2040-09-03,Starter,7730.43,35,0.024
2040-09-03,Growth,40789.08,122,0.065
2040-09-03,Scale,108765.66,396,0.04
2040-09-03,Enterprise,185219.24,561,0.042
2040-10-03,Starter,4273.22,11,0.061
2040-10-03,Growth,21412.95,437,0.067
2040-10-03,Scale,75589.52,235,0.016
2040-10-03,Enterprise,289707.71,2073,0.037
2040-11-02,Starter,7028.55,27,0.073
2040-11-02,Growth,33250.25,90,0.028
2040-11-02,Scale,94513.8,401,0.045
2040-11-02,Enterprise,172687.17,633,0.028
2040-12-02,Starter,5172.31,39,0.061
2040-12-02,Growth,21351.78,77,0.073
2040-12-02,Scale,116047.31,416,0.039
2040-12-02,Enterprise,370390.55,1645,0.057
2041-01-01,Starter,8452.66,38,0.065
2041-01-01,Growth,29981.84,86,0.056
2041-01-01,Scale,112526.08,408,0.076
2041-01-01,Enterprise,290100.08,834,0.068
2041-01-31,Starter,4186.15,10,0.068
2041-01-31,Growth,28761.69,227,0.012
2041-01-31,Scale,90925.98,441,0.036
2041-01-31,Enterprise,247337.31,663,0.073
2041-03-02,Starter,4695.01,48,0.072
2041-03-02,Growth,25528.75,77,0.049
2041-03-02,Scale,90793.99,331,0.031
2041-03-02,Enterprise,359606.23,1189,0.08
2041-04-01,Starter,7357.72,20,0.012
2041-04-01,Growth,13754.06,45,0.031
2041-04-01,Scale,103245.48,607,0.06
2041-04-01,Enterprise,284229.48,1227,0.038
2041-05-01,Starter,3896.9,11,0.014
2041-05-01,Growth,19174.64,187,0.079
2041-05-01,Scale,87019.46,786,0.013
2041-05-01,Enterprise,249357.85,2046,0.062
2041-05-31,Starter,8864.85,25,0.051
2041-05-31,Growth,21507.09,66,0.034
2041-05-31,Scale,89542.83,312,0.027
2041-05-31,Enterprise,379479.05,6039,0.02
2041-06-30,Starter,6568.25,39,0.035
2041-06-30,Growth,34330.52,119,0.055
2041-06-30,Scale,61705.95,377,0.056
2041-06-30,Enterprise,390734.5,5286,0.025
2041-07-30,Starter,4356.04,68,0.074
2041-07-30,Growth,31956.63,100,0.058
2041-07-30,Scale,95073.4,282,0.063
2041-07-30,Enterprise,295909.79,871,0.033
2041-08-29,Starter,3367.79,11,0.073
2041-08-29,Growth,16759.5,132,0.035
2041-08-29,Scale,38751.25,97,0.022
2041-08-29,Enterprise,222061.44,619,0.067
2041-09-28,Starter,3857.71,19,0.057
2041-09-28,Growth,42042.83,127,0.034
2041-09-28,Scale,96493.85,422,0.045
2041-09-28,Enterprise,271916.02,1135,0.057
2041-10-28,Starter,5235.59,32,0.016
2041-10-28,Growth,33471.64,171,0.013
2041-10-28,Scale,89177.42,242,0.016
2041-10-28,Enterprise,187460.9,2541,0.043
2041-11-27,Starter,9055.19,60,0.068
2041-11-27,Growth,23375.65,81,0.058
2041-11-27,Scale,97863.18,262,0.039
2041-11-27,Enterprise,258244.39,1095,0.018
2041-12-27,Starter,6014.15,46,0.028
2041-12-27,Growth,16471.41,47,0.069
2041-12-27,Scale,95549.97,281,0.036
2041-12-27,Enterprise,244479.18,815,0.071
2042-01-26,Starter,4035.83,20,0.072
2042-01-26,Growth,19060.69,98,0.046
2042-01-26,Scale,83352.42,372,0.065
2042-01-26,Enterprise,250951.27,2573,0.051
2042-02-25,Starter,9383.45,48,0.026
2042-02-25,Growth,33088.14,169,0.011
2042-02-25,Scale,111998.24,300,0.052
2042-02-25,Enterprise,401160.7,2037,0.045
2042-03-27,Starter,3312.8,20,0.06
2042-03-27,Growth,37056.49,110,0.048
2042-03-27,Scale,119029.77,1400,0.057
2042-03-27,Enterprise,336002.74,1691,0.057
2042-04-26,Starter,3609.16,35,0.063
2042-04-26,Growth,22757.69,185,0.064
2042-04-26,Scale,119700.16,518,0.013
2042-04-26,Enterprise,271652.45,784,0.016
2042-05-26,Starter,4974.6,52,0.02
2042-05-26,Growth,33621.86,264,0.031
2042-05-26,Scale,41425.21,145,0.049
2042-05-26,Enterprise,357116.29,2845,0.027
2042-06-25,Starter,3864.2,22,0.036
2042-06-25,Growth,26172.09,245,0.053
2042-06-25,Scale,47354.91,297,0.051
2042-06-25,Enterprise,347484.72,1304,0.024
2042-07-25,Starter,3539.69,10,0.024
2042-07-25,Growth,23630.51,120,0.053
2042-07-25,Scale,57959.3,177,0.072
2042-07-25,Enterprise,329980.49,948,0.057
2042-08-24,Starter,7127.87,33,0.057
2042-08-24,Growth,17311.26,378,0.02
2042-08-24,Scale,91013.56,238,0.076
2042-08-24,Enterprise,306902.46,1701,0.065
2042-09-23,Starter,5391.96,85,0.042
2042-09-23,Growth,42507.02,190,0.069
2042-09-23,Scale,50682.93,194,0.062
2042-09-23,Enterprise,346355.22,1602,0.067
2042-10-23,Starter,4083.56,54,0.048
2042-10-23,Growth,27184.57,74,0.065
2042-10-23,Scale,78635.49,276,0.04
2042-10-23,Enterprise,272446.01,856,0.035
2042-11-22,Starter,7062.56,24,0.044
2042-11-22,Growth,28806.42,198,0.07
2042-11-22,Scale,106500.41,310,0.016
2042-11-22,Enterprise,389510.62,6456,0.029
2042-12-22,Starter,3350.96,10,0.022
2042-12-22,Growth,18348.06,67,0.062
2042-12-22,Scale,86482.39,357,0.049
2042-12-22,Enterprise,136291.92,1167,0.076
2043-01-21,Starter,7650.15,21,0.022
2043-01-21,Growth,24727.97,134,0.063
2043-01-21,Scale,42590.42,155,0.013
2043-01-21,Enterprise,128785.48,401,0.065
2043-02-20,Starter,5001.73,17,0.042
2043-02-20,Growth,25904.86,97,0.048
2043-02-20,Scale,106156.15,839,0.04
2043-02-20,Enterprise,283030.92,5047,0.072
2043-03-22,Starter,9124.7,32,0.041
2043-03-22,Growth,16493.34,46,0.032
2043-03-22,Scale,61361.41,434,0.014
2043-03-22,Enterprise,296688.04,3043,0.01
2043-04-21,Starter,4754.75,17,0.022
2043-04-21,Growth,41571.08,405,0.064
2043-04-21,Scale,108541.7,378,0.015
2043-04-21,Enterprise,362419.15,2022,0.019
2043-05-21,Starter,8820.55,46,0.039
2043-05-21,Growth,14425.53,61,0.057
2043-05-21,Scale,103254.21,377,0.059
2043-05-21,Enterprise,438533.3,1434,0.052
2043-06-20,Starter,6510.85,29,0.059
2043-06-20,Growth,36730.23,189,0.023
2043-06-20,Scale,42832.24,256,0.016
2043-06-20,Enterprise,348312.79,4589,0.014
2043-07-20,Starter,6594.75,152,0.018
2043-07-20,Growth,22643.17,93,0.071
2043-07-20,Scale,41512.46,150,0.047
2043-07-20,Enterprise,320470.94,4134,0.025
2043-08-19,Starter,3099.33,17,0.064
2043-08-19,Growth,45230.66,180,0.016
2043-08-19,Scale,64461.12,237,0.035
2043-08-19,Enterprise,425945.84,2226,0.043
2043-09-18,Starter,7723.27,47,0.037
2043-09-18,Growth,18333.1,171,0.04
2043-09-18,Scale,46658.69,235,0.061
2043-09-18,Enterprise,388033.25,1348,0.057
2043-10-18,Starter,6868.36,22,0.069
2043-10-18,Growth,22842.82,136,0.017
2043-10-18,Scale,111208.82,352,0.037
2043-10-18,Enterprise,378427.09,1604,0.076
2043-11-17,Starter,5915.7,27,0.042
2043-11-17,Growth,21322.17,61,0.047
2043-11-17,Scale,112134.37,333,0.013
2043-11-17,Enterprise,364737.11,3083,0.056
2043-12-17,Starter,8578.25,22,0.057
2043-12-17,Growth,48748.7,327,0.065
2043-12-17,Scale,126077.64,1220,0.04
2043-12-17,Enterprise,365467.59,9067,0.077
2044-01-16,Starter,3944.92,11,0.039
2044-01-16,Growth,17918.67,121,0.054
2044-01-16,Scale,49603.55,464,0.046
2044-01-16,Enterprise,167291.67,914,0.047
2044-02-15,Starter,6357.91,17,0.039
2044-02-15,Growth,31748.31,92,0.037
2044-02-15,Scale,76862.53,196,0.037
2044-02-15,Enterprise,297450.93,1390,0.012
2044-03-16,Starter,6038.51,25,0.077
2044-03-16,Growth,14640.12,104,0.025
2044-03-16,Scale,107408.47,289,0.026
2044-03-16,Enterprise,369973.44,1282,0.016
2044-04-15,Starter,5803.5,14,0.062
2044-04-15,Growth,19837.6,51,0.079
2044-04-15,Scale,98944.99,355,0.022
2044-04-15,Enterprise,439030.71,2466,0.052
2044-05-15,Starter,5320.61,95,0.028
2044-05-15,Growth,28364.3,75,0.02
2044-05-15,Scale,49421.83,209,0.022
2044-05-15,Enterprise,301633.61,2138,0.019
2044-06-14,Starter,4651.5,65,0.018
2044-06-14,Growth,40152.84,126,0.076
2044-06-14,Scale,105480.43,305,0.044
2044-06-14,Enterprise,356870.17,1556,0.061
2044-07-14,Starter,9737.53,42,0.028
2044-07-14,Growth,35888.25,99,0.051
2044-07-14,Scale,85410.07,333,0.032
2044-07-14,Enterprise,442177.95,4994,0.044
2044-08-13,Starter,4031.71,17,0.039
2044-08-13,Growth,27130.23,142,0.046
2044-08-13,Scale,49954.61,189,0.056
2044-08-13,Enterprise,465507.76,1289,0.011
2044-09-12,Starter,3778.98,32,0.066
2044-09-12,Growth,46425.35,132,0.032
2044-09-12,Scale,127869.1,1725,0.039
2044-09-12,Enterprise,411637.98,4094,0.042
2044-10-12,Starter,10788.54,31,0.041
2044-10-12,Growth,21446.31,60,0.039
2044-10-12,Scale,83217.24,555,0.039
2044-10-12,Enterprise,298348.32,1233,0.015
2044-11-11,Starter,7778.24,21,0.047
2044-11-11,Growth,40621.57,160,0.051
2044-11-11,Scale,100542.77,555,0.078
2044-11-11,Enterprise,190831.1,3344,0.063
2044-12-11,Starter,8359.91,187,0.015
2044-12-11,Growth,52061.69,314,0.066
2044-12-11,Scale,112220.4,1379,0.026
2044-12-11,Enterprise,468511.56,4258,0.074
2045-01-10,Starter,9673.99,76,0.043
2045-01-10,Growth,47352.51,298,0.05
2045-01-10,Scale,118664.41,2105,0.058
2045-01-10,Enterprise,419510.6,3293,0.057
2045-02-09,Starter,8081.44,26,0.036
2045-02-09,Growth,44330.33,200,0.034
2045-02-09,Scale,84614.43,217,0.071
2045-02-09,Enterprise,368118.99,994,0.048
2045-03-11,Starter,9974.44,104,0.07
2045-03-11,Growth,52931.3,446,0.054
2045-03-11,Scale,56279.44,360,0.077
2045-03-11,Enterprise,253402.72,1282,0.029
2045-04-10,Starter,10032.14,34,0.023
2045-04-10,Growth,36309.46,101,0.054
2045-04-10,Scale,129170.1,353,0.068
2045-04-10,Enterprise,423043.64,1200,0.073
2045-05-10,Starter,10648.7,136,0.059
2045-05-10,Growth,22083.58,205,0.067
2045-05-10,Scale,54116.47,230,0.026
2045-05-10,Enterprise,343669.36,2034,0.017
2045-06-09,Starter,4958.33,15,0.028
2045-06-09,Growth,24130.45,157,0.025
2045-06-09,Scale,47053.5,369,0.073
2045-06-09,Enterprise,415224.09,1626,0.046
2045-07-09,Starter,9339.46,29,0.054
2045-07-09,Growth,40261.68,207,0.056
2045-07-09,Scale,79842.93,246,0.048
2045-07-09,Enterprise,184815.13,1320,0.061
2045-08-08,Starter,7926.23,25,0.052
2045-08-08,Growth,22044.23,279,0.044
2045-08-08,Scale,123932.74,1150,0.056
2045-08-08,Enterprise,403932.45,5498,0.038
2045-09-07,Starter,3811.32,10,0.025
2045-09-07,Growth,39414.94,361,0.04
2045-09-07,Scale,44918.47,155,0.018
2045-09-07,Enterprise,368957.5,1253,0.078
2045-10-07,Starter,9181.23,87,0.019
2045-10-07,Growth,22016.66,216,0.07
2045-10-07,Scale,70813.64,246,0.047
2045-10-07,Enterprise,417809.61,1393,0.067
2045-11-06,Starter,3807.89,13,0.027
2045-11-06,Growth,44054.09,224,0.032
2045-11-06,Scale,43633.45,120,0.017
2045-11-06,Enterprise,418885.55,2899,0.022
2045-12-06,Starter,9701.53,40,0.07
2045-12-06,Growth,21509.42,54,0.012
2045-12-06,Scale,116693.65,911,0.069
2045-12-06,Enterprise,270089.24,927,0.032
2046-01-05,Starter,6784.64,23,0.076
2046-01-05,Growth,20105.33,65,0.04
2046-01-05,Scale,49345.1,306,0.079
2046-01-05,Enterprise,142714.47,433,0.03
2046-02-04,Starter,5938.71,35,0.053
2046-02-04,Growth,40016.29,631,0.023
2046-02-04,Scale,46650.2,306,0.055
2046-02-04,Enterprise,247580.31,1577,0.017
2046-03-06,Starter,8717.39,145,0.074
2046-03-06,Growth,22647.82,64,0.057
2046-03-06,Scale,131860.11,2015,0.055
2046-03-06,Enterprise,254903.7,1644,0.029
2046-04-05,Starter,9735.82,38,0.022
2046-04-05,Growth,40845.56,397,0.044
2046-04-05,Scale,120232.74,614,0.056
2046-04-05,Enterprise,501041.62,1957,0.064
2046-05-05,Starter,8230.45,66,0.048
2046-05-05,Growth,19353.33,148,0.068
2046-05-05,Scale,111217.32,473,0.063
2046-05-05,Enterprise,361610.27,7887,0.053
2046-06-04,Starter,5339.14,16,0.019
2046-06-04,Growth,41899.84,120,0.031
2046-06-04,Scale,84490.66,299,0.046
2046-06-04,Enterprise,209935.81,1118,0.024
2046-07-04,Starter,5954.51,26,0.052
2046-07-04,Growth,54063.61,407,0.043
2046-07-04,Scale,54317.26,141,0.047
2046-07-04,Enterprise,301072.71,1156,0.061
2046-08-03,Starter,7773.21,24,0.035
2046-08-03,Growth,27391.19,192,0.061
2046-08-03,Scale,62671.86,165,0.076
2046-08-03,Enterprise,345302.91,2109,0.041
2046-09-02,Starter,5159.34,15,0.012
2046-09-02,Growth,50763.8,514,0.063
2046-09-02,Scale,105388.45,288,0.047
2046-09-02,Enterprise,371006.65,2127,0.029
2046-10-02,Starter,11992.01,56,0.054
2046-10-02,Growth,16170.21,66,0.066
2046-10-02,Scale,110813.44,287,0.03
2046-10-02,Enterprise,220452.68,860,0.069
2046-11-01,Starter,7520.63,47,0.028
2046-11-01,Growth,20967.94,88,0.024
2046-11-01,Scale,47681.23,188,0.051
2046-11-01,Enterprise,244937.19,1028,0.076
2046-12-01,Starter,5276.5,37,0.03
2046-12-01,Growth,45846.25,168,0.057
2046-12-01,Scale,101569.23,517,0.041
2046-12-01,Enterprise,343987.36,1383,0.042
2046-12-31,Starter,7023.7,89,0.059
2046-12-31,Growth,51157.43,1065,0.07
2046-12-31,Scale,140071.46,559,0.016
2046-12-31,Enterprise,241545.1,1216,0.016
2047-01-30,Starter,3661.94,11,0.066
2047-01-30,Growth,26771.15,69,0.06
2047-01-30,Scale,150734.13,1958,0.037
2047-01-30,Enterprise,454702.81,2383,0.061
2047-03-01,Starter,3438.46,21,0.048
2047-03-01,Growth,36985.86,97,0.058
2047-03-01,Scale,87556.72,314,0.028
2047-03-01,Enterprise,477770.12,1671,0.024
2047-03-31,Starter,9636.29,24,0.036
2047-03-31,Growth,53010.71,134,0.05
2047-03-31,Scale,81368.64,227,0.079
2047-03-31,Enterprise,250266.32,798,0.011
2047-04-30,Starter,6454.02,34,0.07
2047-04-30,Growth,40200.49,105,0.044
2047-04-30,Scale,79695.17,896,0.06
2047-04-30,Enterprise,486321.59,1334,0.066
2047-05-30,Starter,7366.92,35,0.059
2047-05-30,Growth,40797.03,112,0.066
2047-05-30,Scale,58541.98,151,0.069
2047-05-30,Enterprise,271552.68,691,0.058
2047-06-29,Starter,5642.62,36,0.059
2047-06-29,Growth,36833.7,119,0.063
2047-06-29,Scale,145063.18,978,0.079
2047-06-29,Enterprise,173818.15,924,0.063
2047-07-29,Starter,8159.67,56,0.027
2047-07-29,Growth,47839.01,136,0.071
2047-07-29,Scale,122037.25,1104,0.046
2047-07-29,Enterprise,231316.65,773,0.016
2047-08-28,Starter,10475.45,30,0.02
2047-08-28,Growth,39549.96,224,0.033
2047-08-28,Scale,156695.86,603,0.025
2047-08-28,Enterprise,438202.61,1614,0.045
2047-09-27,Starter,6859.04,18,0.073
2047-09-27,Growth,37143.01,223,0.036
2047-09-27,Scale,99970.52,276,0.037
2047-09-27,Enterprise,307315.83,5246,0.024
2047-10-27,Starter,7369.19,56,0.058
2047-10-27,Growth,25387.07,99,0.038
2047-10-27,Scale,135998.57,773,0.062
2047-10-27,Enterprise,242544.21,3118,0.015
2047-11-26,Starter,12346.38,111,0.036
2047-11-26,Growth,45494.43,632,0.06
2047-11-26,Scale,131965.5,2306,0.072
2047-11-26,Enterprise,472987.95,1317,0.031
2047-12-26,Starter,11497.03,55,0.072
2047-12-26,Growth,23892.4,126,0.02
2047-12-26,Scale,73875.2,407,0.048
2047-12-26,Enterprise,419499.5,1877,0.073
2048-01-25,Starter,8652.62,24,0.044
2048-01-25,Growth,37864.82,117,0.078
2048-01-25,Scale,146462.48,561,0.058
2048-01-25,Enterprise,402663.14,1063,0.069
2048-02-24,Starter,10147.82,113,0.035
2048-02-24,Growth,24770.58,79,0.065
2048-02-24,Scale,149229.15,422,0.077
2048-02-24,Enterprise,456282.87,2158,0.043
2048-03-25,Starter,8736.24,61,0.029
2048-03-25,Growth,23107.66,60,0.044
2048-03-25,Scale,100904.61,1462,0.052
2048-03-25,Enterprise,287709.81,1953,0.015
2048-04-24,Starter,10597.85,33,0.056
2048-04-24,Growth,25680.8,97,0.014
2048-04-24,Scale,49390.39,165,0.05
2048-04-24,Enterprise,259829.82,4991,0.039
2048-05-24,Starter,7300.49,24,0.021
2048-05-24,Growth,49194.07,163,0.034
2048-05-24,Scale,108454.71,281,0.033
2048-05-24,Enterprise,410470.48,2392,0.034
2048-06-23,Starter,5274.41,47,0.057
2048-06-23,Growth,57958.76,297,0.012
2048-06-23,Scale,127757.0,345,0.063
2048-06-23,Enterprise,492766.55,9252,0.043
2048-07-23,Starter,11648.22,47,0.016
2048-07-23,Growth,19392.1,151,0.032
2048-07-23,Scale,164980.88,589,0.068
2048-07-23,Enterprise,182557.39,713,0.064
2048-08-22,Starter,8342.62,32,0.038
2048-08-22,Growth,30663.2,444,0.048
2048-08-22,Scale,128453.81,830,0.025
2048-08-22,Enterprise,535702.98,1655,0.029
2048-09-21,Starter,7651.77,50,0.031
2048-09-21,Growth,36694.62,98,0.046
2048-09-21,Scale,138689.42,741,0.044
2048-09-21,Enterprise,152403.99,509,0.061
2048-10-21,Starter,7533.63,26,0.07
2048-10-21,Growth,53903.88,227,0.02
2048-10-21,Scale,120878.15,394,0.06
2048-10-21,Enterprise,300916.35,1840,0.052
2048-11-20,Starter,7205.49,31,0.053
2048-11-20,Growth,29229.4,295,0.026
2048-11-20,Scale,74585.16,246,0.05
2048-11-20,Enterprise,228070.27,1186,0.03
2048-12-20,Starter,3802.13,27,0.044
2048-12-20,Growth,27781.12,119,0.022
2048-12-20,Scale,65495.06,499,0.035
2048-12-20,Enterprise,240966.92,3357,0.037
2049-01-19,Starter,3954.66,18,0.042
2049-01-19,Growth,27933.42,117,0.069
2049-01-19,Scale,77674.48,255,0.045
2049-01-19,Enterprise,221911.12,1088,0.071
2049-02-18,Starter,11631.37,283,0.033
2049-02-18,Growth,28857.78,374,0.075
2049-02-18,Scale,138608.59,491,0.074
2049-02-18,Enterprise,246229.05,1110,0.055
2049-03-20,Starter,11769.81,29,0.048
2049-03-20,Growth,50837.8,174,0.07
2049-03-20,Scale,97914.96,262,0.071
2049-03-20,Enterprise,350267.43,4708,0.016
2049-04-19,Starter,5646.9,32,0.045
2049-04-19,Growth,25643.29,282,0.046
2049-04-19,Scale,71167.96,195,0.078
